qid,doc_id,og_score,p_score,og_rank,p_rank
1089645,7398113,95.07123565673828,97.36128234863281,74,81
1089645,7207496,95.4141845703125,97.56346130371094,70,81
1089645,7337562,95.5398178100586,99.78309631347656,69,44
1089645,7783710,95.4278793334961,98.50020599365234,71,69
1089645,7738757,95.9728775024414,99.34895324707031,59,57
1089645,7208390,95.66653442382812,98.48379516601562,67,71
1089645,7769532,96.54163360595703,100.51410675048828,49,36
1089645,7230403,98.10303497314453,101.67559051513672,29,25
1089645,1357096,97.0103988647461,99.428955078125,42,57
1047917,7188469,98.74752044677734,99.65874481201172,1,1
1047917,7371568,101.30577850341797,103.92475891113281,1,1
1047917,7760975,100.05949401855469,103.48797607421875,2,2
1047917,7590829,101.80414581298828,102.94576263427734,1,3
1047917,7986496,99.84326171875,102.20893096923828,4,4
1047917,7329844,102.26800537109375,104.81798553466797,1,1
1047917,7846661,98.98199462890625,101.18657684326172,6,6
1047917,1837320,102.28804016113281,104.75467681884766,1,2
1047917,1474436,103.50052642822266,106.31294250488281,1,1
1047917,7383919,99.93202209472656,102.6007080078125,7,7
1047917,1433239,100.41447448730469,102.98179626464844,6,6
1047917,3367824,100.52102661132812,101.9686508178711,6,10
1047917,7798200,100.39747619628906,103.71711730957031,8,5
1047917,7742882,97.08843231201172,99.68115234375,14,13
1047917,7443887,99.5018081665039,102.8782730102539,12,9
1047917,7558360,99.76776123046875,101.57794189453125,12,13
1047917,1396948,99.17752075195312,102.5623779296875,14,11
1047917,7224576,96.08920288085938,99.0345230102539,18,18
1047917,7183368,102.59334564208984,105.49392700195312,2,2
1047917,7781139,99.10945129394531,102.18130493164062,16,14
1047917,7875009,101.75186920166016,104.59876251220703,6,5
1047917,7326977,99.83779907226562,102.54869079589844,14,14
1047917,7650075,97.69486236572266,100.7894058227539,21,20
1047917,7768743,98.8740005493164,101.68508911132812,20,18
1047917,7791768,98.45318603515625,100.36357116699219,22,22
1047917,7707024,98.03057098388672,100.37007141113281,23,22
1047917,7698784,99.53341674804688,102.01629638671875,16,17
1047917,7567586,100.97209930419922,103.60460662841797,8,8
1047917,7187564,97.7380142211914,100.97557830810547,26,23
1047917,7188670,99.78947448730469,102.04191589355469,16,18
1047917,7107568,99.45012664794922,101.17450714111328,20,24
1047917,7844019,100.91753387451172,103.1926498413086,9,10
1047917,8001367,101.322509765625,103.86637878417969,7,7
1047917,7523960,99.75221252441406,103.00347900390625,20,12
1047917,5176354,97.68269348144531,100.7003173828125,33,30
1047917,7081482,95.7988052368164,97.4549789428711,36,36
1047917,7841085,98.16273498535156,102.7894058227539,30,16
1047917,7067677,102.322265625,103.62816619873047,3,9
1047917,471602,99.92832946777344,101.8357925415039,17,26
1047917,7462026,99.1739273071289,101.10636138916016,27,31
1047917,7739791,100.41350555419922,103.29691314697266,14,12
1047917,7750511,103.24464416503906,105.42927551269531,2,3
1047917,7490832,101.00302124023438,102.72216033935547,11,20
1047917,7733928,98.03012084960938,101.13053131103516,38,34
1047917,7848704,96.77486419677734,99.59133911132812,43,43
1047917,7363322,96.80574035644531,100.31514739990234,43,41
1047917,7211406,99.47569274902344,101.35023498535156,28,32
1047917,7363145,96.86068725585938,99.78056335449219,44,43
1047917,7451398,99.93840789794922,102.45594787597656,19,24
1047917,7333163,97.8031005859375,100.02896118164062,41,44
1047917,7627391,99.43374633789062,101.31636810302734,31,34
1047917,7992096,99.6012191772461,102.64906311035156,27,21
1047917,7514721,97.1261978149414,100.0263900756836,47,47
1047917,7077382,97.4947509765625,99.77525329589844,47,49
1047917,346971,99.19084167480469,100.95856475830078,33,41
1047917,7714162,97.63711547851562,100.13346099853516,48,47
1047917,7185662,99.66822814941406,102.96168518066406,27,17
1047917,7321899,97.57865142822266,100.56510925292969,50,45
1047917,4394302,99.17623138427734,100.82689666748047,36,43
1047917,2946080,97.83485412597656,101.5829849243164,46,34
1047917,7500436,97.40245056152344,101.71818542480469,54,33
1047917,7557434,98.92959594726562,100.88455200195312,40,45
1047917,7540805,98.32190704345703,101.0382080078125,44,43
1047917,7544224,99.30082702636719,102.23355102539062,34,27
1047917,7387266,97.26242065429688,100.08399963378906,58,56
1047917,1743739,98.93693542480469,101.51911163330078,41,38
1047917,7925126,96.73951721191406,98.76677703857422,65,66
1047917,7935130,97.94454956054688,100.95918273925781,50,47
1047917,2438646,99.21951293945312,102.20487976074219,35,29
1047917,7659558,98.07872772216797,102.18484497070312,49,30
1047917,7976655,95.90393829345703,97.49810028076172,70,70
1047917,6792346,100.48246002197266,103.32679748535156,15,13
1047917,7252662,96.96200561523438,99.80742645263672,66,64
1047917,7965901,95.43870544433594,97.85603332519531,74,72
1047917,3232958,99.85912322998047,102.49224853515625,23,27
1047917,7409861,97.84385681152344,102.50648498535156,55,27
1047917,2603240,97.82850646972656,101.05625915527344,57,50
1047917,7380693,99.17375183105469,101.07859802246094,42,50
1047917,7127528,101.0539779663086,103.79800415039062,11,9
1047917,7198089,98.0560531616211,101.66475677490234,54,42
1047917,6956847,96.96294403076172,100.04037475585938,72,68
1047917,7221124,100.784423828125,103.51568603515625,15,13
1047917,7555346,95.64295196533203,99.66605377197266,82,76
1047917,7539545,98.7060546875,102.72682189941406,51,24
1047917,7921339,93.28224182128906,96.24109649658203,85,85
1047917,7714160,97.59358215332031,100.21088409423828,68,68
1047917,7539216,98.7686538696289,101.27772521972656,50,50
1047917,7733279,96.09557342529297,99.20059967041016,82,82
1047917,7041358,98.43758392333984,100.5362548828125,54,66
1047917,7291169,98.68453216552734,101.45616149902344,53,48
1047917,7794522,99.24038696289062,101.98246765136719,39,40
1047917,7686735,98.54087829589844,100.75458526611328,55,66
1047917,7211610,99.78632354736328,102.65274810791016,29,26
1047917,7869066,97.6536865234375,100.77752685546875,73,67
1047917,7925513,96.1498031616211,98.69979095458984,88,91
1047917,7192781,95.65687561035156,98.61199951171875,93,92
1047917,7574541,96.82254791259766,99.44709777832031,85,88
1047917,7326875,96.75154113769531,98.19190979003906,88,94
1047917,7125623,95.1689453125,97.59685516357422,98,96
1047917,7326072,98.42911529541016,102.00030517578125,59,41
1005131,7255023,103.32533264160156,103.10797119140625,1,1
1005131,7601069,96.06439208984375,98.04113006591797,2,2
1005131,7260196,95.6273422241211,98.5355224609375,3,2
1005131,7084844,90.66082000732422,92.67234802246094,4,4
1005131,7241951,91.71209716796875,93.8528060913086,4,4
1005131,7085194,95.29451751708984,97.9979476928711,4,4
1005131,5459057,95.0433120727539,96.13367462158203,5,5
1005131,7430667,91.54470825195312,93.59294891357422,7,7
1005131,7138770,95.59387969970703,98.13404846191406,4,3
1005131,7360776,92.75780487060547,95.21847534179688,7,7
1005131,7185091,96.9040298461914,97.8753433227539,2,6
1005131,7783395,90.42608642578125,92.33633422851562,12,12
1005131,1186091,93.07803344726562,94.76005554199219,8,9
1005131,3192747,91.66219329833984,93.43807983398438,11,12
1005131,7830643,90.11654663085938,93.30531311035156,15,13
1005131,7497736,96.0981216430664,98.74284362792969,3,2
1005131,7129543,94.26937866210938,95.955810546875,9,9
1005131,7513792,93.94342803955078,96.65792083740234,10,8
1005131,7260912,89.6590576171875,91.96973419189453,19,19
1005131,7753135,95.34923553466797,97.36027526855469,7,8
1005131,7881906,95.78580474853516,97.26025390625,5,9
1005131,7381328,95.65289306640625,97.22615051269531,6,10
1005131,7765557,93.49546813964844,96.10091400146484,14,13
1005131,7393316,94.94442749023438,97.317138671875,12,9
1005131,7937339,90.21226501464844,93.43745422363281,23,21
1005131,7646494,91.82616424560547,93.98588562011719,18,18
1005131,7587676,94.48177337646484,96.75577545166016,13,12
1005131,7362008,90.3321304321289,93.42839813232422,25,24
1005131,7163603,95.29080200195312,97.89791107177734,11,7
1005131,7968817,91.50520324707031,93.7291030883789,24,22
1005131,7334542,94.14224243164062,96.33909606933594,16,15
1005131,7770024,89.92573547363281,93.16328430175781,31,29
1005131,7624329,92.7325210571289,94.2236099243164,21,21
1005131,7969248,95.39086151123047,97.64044952392578,9,9
1005131,7790807,91.85952758789062,93.531494140625,23,27
1005131,7271568,90.5345687866211,93.33296203613281,30,31
1005131,7074710,93.40569305419922,96.29107666015625,20,17
1005131,7535109,89.67711639404297,91.43634033203125,37,38
1005131,7151990,87.5368423461914,90.07678985595703,39,39
1005131,6225607,87.84270477294922,91.25796508789062,39,39
1005131,1161630,93.60226440429688,97.45641326904297,19,10
1005131,7512854,90.00521850585938,93.01023864746094,37,36
1005131,1365657,93.71507263183594,95.962890625,19,21
1005131,7742868,90.58909606933594,94.83358764648438,33,24
1005131,7678527,92.8214111328125,95.61042022705078,24,23
1005131,7188494,90.9648208618164,93.1096420288086,33,39
1005131,7281645,89.72772216796875,91.52326202392578,43,44
1005131,7989022,94.59950256347656,98.01060485839844,15,6
1005131,7788915,95.96194458007812,98.30569458007812,5,4
1005131,7551052,94.05038452148438,96.646484375,20,19
1005131,7715968,92.67696380615234,94.87908172607422,30,28
1005131,7539156,92.37535858154297,93.7509765625,31,34
1005131,7860462,94.0865249633789,97.67987060546875,20,11
1005131,7112009,89.71053314208984,92.45938110351562,50,48
1005131,7511201,89.26515197753906,91.69328308105469,53,51
1005131,7799790,90.45594024658203,94.04594421386719,43,33
1005131,7106218,90.20439147949219,93.56952667236328,47,39
1005131,7408002,91.67302703857422,94.70418548583984,36,32
1005131,7806138,90.79345703125,92.52855682373047,41,51
1005131,7559244,95.54269409179688,97.2138900756836,10,18
1005131,7264031,91.48478698730469,94.3162612915039,41,34
1005131,7401592,95.46414947509766,96.96237182617188,11,19
1005131,7280045,92.29829406738281,94.86137390136719,35,32
1005131,7296936,92.76312255859375,95.5083999633789,31,30
1005131,7416464,94.63478088378906,97.40665435791016,18,14
1005131,7484648,92.56481170654297,94.3645248413086,36,38
1005131,7083057,92.35624694824219,94.79118347167969,38,36
1005131,7360146,88.95337677001953,91.44009399414062,66,65
1005131,7695072,93.72869873046875,96.6750259399414,26,22
1005131,7183600,90.52540588378906,91.6162109375,54,65
1005131,7355485,90.86663818359375,94.0904312133789,50,43
1005131,7205912,87.71705627441406,89.99860382080078,71,72
1005131,7687609,92.72765350341797,95.7972412109375,36,31
1005131,7155192,90.91797637939453,93.01057434082031,51,60
1005131,7113831,89.46929931640625,92.3924560546875,70,65
1005131,7668437,94.40608978271484,96.23812866210938,21,27
1005131,7958312,92.59497833251953,94.29609680175781,39,44
1005131,7888626,89.96675109863281,91.73821258544922,67,70
1005131,7512494,94.60966491699219,96.81353759765625,19,21
1005131,7903338,93.15897369384766,94.92684936523438,33,37
1005131,7708541,92.98831939697266,94.80403900146484,35,41
1005131,7539981,92.15673828125,94.05973052978516,47,50
1005131,7368329,90.15595245361328,93.71711730957031,69,56
1005131,7857918,92.74666595458984,96.64434814453125,39,26
1005131,7407951,92.89657592773438,93.90699005126953,36,54
1005131,7155329,96.02168273925781,99.51795959472656,5,2
1005131,7099584,92.72998046875,96.19986724853516,43,31
1005131,6026974,90.632568359375,93.44124603271484,65,64
1005131,7431817,89.4264144897461,91.61587524414062,84,83
1005131,7995612,92.17083740234375,95.11904907226562,51,40
1005131,7110606,88.42113494873047,91.32275390625,88,88
1005131,7640682,92.68001556396484,95.00459289550781,45,41
1005131,7582911,90.72907257080078,92.46067810058594,66,78
1005131,7227143,89.55626678466797,92.8924789428711,86,76
1005131,7487952,90.74091339111328,94.31100463867188,66,52
1005131,7744664,90.44507598876953,93.99229431152344,74,58
1005131,7520483,87.41357421875,89.7793197631836,97,97
1005131,7508547,91.15618133544922,93.49677276611328,62,68
1005131,66361,88.84229278564453,91.85464477539062,94,87
1005131,7864307,90.87439727783203,93.25775909423828,65,75
1005798,7254169,100.42671203613281,100.56123352050781,1,1
1005798,7167609,91.84874725341797,96.03213500976562,2,2
1005798,1524326,98.60177612304688,101.05891418457031,2,1
1005798,7173017,92.22028350830078,97.30368041992188,3,3
1005798,2753653,92.9388656616211,97.65681457519531,3,3
1005798,7360776,95.43589782714844,101.6745834350586,3,1
1005798,7955263,91.47386932373047,94.54381561279297,7,7
1005798,151534,94.80833435058594,99.48333740234375,4,4
1005798,7087695,96.7452163696289,101.14635467529297,3,2
1005798,7783395,89.00984191894531,92.81791687011719,10,10
1005798,5484835,93.58524322509766,100.96588897705078,6,4
1005798,7230876,93.18072509765625,98.1728515625,7,7
1005798,7816751,87.7935562133789,91.80368041992188,13,13
1005798,7396548,88.03289031982422,91.69941711425781,13,14
1005798,7963231,88.0048828125,91.88272857666016,14,13
1005798,7989122,93.11280822753906,94.45866394042969,8,12
1005798,2661216,88.61035919189453,93.78668212890625,14,13
1005798,7660004,92.01164245605469,99.5638198852539,11,6
1005798,7827598,91.57392120361328,96.35824584960938,13,11
1005798,7646090,87.74711608886719,90.45609283447266,20,20
1005798,7420141,89.28248596191406,93.92605590820312,15,15
1005798,7156466,89.70585632324219,95.73611450195312,15,13
1005798,2059913,93.69920349121094,97.2278823852539,6,11
1005798,598109,90.74980926513672,96.69404602050781,16,12
1005798,4788406,94.57286834716797,99.109375,6,8
1005798,7838221,92.25778198242188,97.19648742675781,12,13
1005798,7337323,90.61863708496094,96.90866088867188,19,14
1005798,7618413,90.39454650878906,98.08877563476562,20,10
1005798,7958909,90.3060531616211,93.78316497802734,21,24
1005798,7856785,93.44158935546875,99.69827270507812,9,6
1005798,7723066,91.64677429199219,98.7365493774414,17,10
1005798,7686570,90.7796401977539,95.93585968017578,20,21
1005798,5280730,89.81576538085938,94.86553955078125,25,23
1005798,7858222,87.65962982177734,92.27232360839844,34,30
1005798,7204987,95.61878967285156,100.4092788696289,4,6
1005798,7877215,90.37056732177734,93.9779281616211,25,27
1005798,7847653,87.36489868164062,89.80424499511719,37,37
1005798,7160927,89.92886352539062,98.37432861328125,27,12
1005798,7592578,90.56024932861328,96.63165283203125,24,21
1005798,7273891,86.94171142578125,90.24764251708984,40,39
1005798,7920575,88.7374267578125,96.07805633544922,33,23
1005798,7873839,87.60233306884766,92.90734100341797,40,34
1005798,7688991,88.83082580566406,96.36678314208984,33,22
1005798,7163603,91.470458984375,96.96868133544922,21,19
1005798,7621489,93.57221984863281,100.6552734375,10,5
1005798,7279289,88.23947143554688,90.85661315917969,38,43
1005798,10462,90.77114868164062,96.2302474975586,24,26
1005798,7252539,85.63227081298828,88.91571807861328,48,48
1005798,7138770,94.20909881591797,98.19084167480469,8,14
1005798,7524898,87.87464904785156,93.83072662353516,43,37
1005798,7591471,94.06230926513672,99.32550048828125,9,11
1005798,2177965,88.54106140136719,94.65696716308594,41,34
1005798,7393316,90.64893341064453,96.55458068847656,28,26
1005798,3182069,90.21199035644531,96.1455078125,34,30
1005798,7330660,90.27037048339844,95.01889038085938,34,35
1005798,7198959,90.35842895507812,94.50016784667969,33,39
1005798,7942417,87.2955551147461,93.72592163085938,55,46
1005798,7124396,90.09269714355469,97.73744201660156,37,18
1005798,7363701,88.49388885498047,92.24119567871094,47,51
1005798,7481663,85.66032409667969,92.9568099975586,59,48
1005798,7093624,92.14773559570312,97.04389953613281,19,23
1005798,6434719,89.26473999023438,92.79054260253906,43,52
1005798,7911799,91.0523452758789,93.57482147216797,26,49
1005798,7853204,88.2176742553711,95.3401870727539,52,37
1005798,7725338,91.21945190429688,94.52558135986328,26,42
1005798,7716624,89.15046691894531,95.43817901611328,46,37
1005798,7272351,89.28334045410156,98.29662322998047,44,15
1005798,2488243,86.24110412597656,89.7347183227539,66,67
1005798,7968555,88.146728515625,91.8215560913086,56,61
1005798,7629139,92.22687530517578,95.2797622680664,18,40
1005798,7136547,84.6504898071289,88.15431213378906,71,71
1005798,7273159,86.34529113769531,93.18962097167969,68,55
1005798,7866647,92.03511047363281,96.92472839355469,21,26
1005798,7763209,92.26609802246094,99.21063232421875,17,12
1005798,7132959,90.39649963378906,95.55793762207031,37,40
1005798,7421160,87.57781219482422,92.30570983886719,68,63
1005798,7682492,89.78041076660156,94.98509979248047,47,45
1005798,7747672,87.47162628173828,91.36139678955078,70,71
1005798,6311439,89.5242919921875,95.23030853271484,49,44
1005798,7758951,92.76924133300781,101.07429504394531,17,3
1005798,7565509,91.29485321044922,96.088134765625,30,37
1005798,7758708,90.50009155273438,96.70899200439453,39,30
1005798,7921289,89.84188079833984,96.17142486572266,49,37
1005798,7406927,92.22537994384766,98.92874908447266,21,15
1005798,3838733,88.02906799316406,94.80997467041016,69,53
1005798,7154462,87.97821044921875,94.14356994628906,71,59
1005798,7245533,88.4979476928711,95.30197143554688,64,48
1005798,3014034,88.11933135986328,95.37750244140625,69,47
1005798,1381291,88.31726837158203,92.82164764404297,66,72
1005798,7859322,87.91828155517578,93.81687927246094,75,65
1005798,7619495,91.22107696533203,96.21830749511719,32,38
1005798,7948267,88.74874114990234,93.0101089477539,62,72
1005798,7316188,93.85074615478516,101.1146469116211,10,3
1005798,8009377,95.48310852050781,101.54318237304688,5,2
1005798,7914201,89.60431671142578,98.18359375,57,22
1005798,7504079,90.785888671875,97.27999877929688,37,28
1005798,7086430,91.16395568847656,94.74925231933594,36,61
1005798,7949989,91.49115753173828,97.76513671875,31,25
1005798,7427465,90.14712524414062,96.17206573486328,54,44
1005798,7422184,85.0144271850586,90.76590728759766,99,94
